date,portfolio_value,cash,positions,queue_size
2021-12-02,1002.26,254.02,5,8
2021-12-03,993.61,254.02,5,10
2021-12-06,1006.23,254.02,5,11
2021-12-07,1024.93,254.02,5,7
2021-12-08,1058.88,254.02,5,6
2021-12-09,1042.89,254.02,5,5
2021-12-10,1048.19,254.02,5,5
2021-12-13,1041.99,262.05,5,5
2021-12-14,1041.42,262.05,5,6
2021-12-15,1056.78,262.05,5,8
2021-12-16,1050.02,262.05,5,11
2021-12-17,1029.99,262.05,5,16
2021-12-20,1025.32,257.5,5,45
2021-12-21,1033.36,257.5,5,38
2021-12-22,1040.61,257.5,5,34
2021-12-23,1043.33,257.5,5,29
2021-12-27,1053.21,257.5,5,0
2021-12-28,1053.2,257.5,5,0
2021-12-29,1055.82,257.5,5,0
2021-12-30,1054.85,257.5,5,0
2021-12-31,1052.17,257.5,5,0
2022-01-03,1056.76,257.5,5,0
2022-01-04,1057.92,367.49,5,1
2022-01-05,1050.5,367.49,5,8
2022-01-06,1045.73,270.94,5,16
2022-01-07,1051.54,270.94,5,17
2022-01-10,1052.44,262.89,5,17
2022-01-11,1062.9,262.89,5,13
2022-01-12,1068.16,262.89,5,5
2022-01-13,1058.74,262.89,5,5
2022-01-14,1067.2,262.89,5,7
2022-01-18,1057.73,262.89,5,9
2022-01-19,1048.98,262.89,5,10
2022-01-20,1039.68,262.89,5,11
2022-01-21,1025.1,259.92,5,10
2022-01-24,1028.19,256.28,5,14
2022-01-25,1044.58,256.28,5,11
2022-01-26,1040.17,256.28,5,12
2022-01-27,1046.4,260.04,5,13
2022-01-28,1048.27,261.6,5,10
2022-01-31,1048.33,261.6,5,10
2022-02-01,1070.19,261.6,5,3
2022-02-02,1075.26,261.6,5,1
2022-02-03,1066.78,261.6,5,4
2022-02-04,1074.42,261.6,5,5
2022-02-07,1082.71,261.6,5,5
2022-02-08,1076.48,261.6,5,5
2022-02-09,1079.78,261.6,5,1
2022-02-10,1070.36,261.6,5,1
2022-02-11,1084.21,261.6,5,2
2022-02-14,1069.79,271.05,5,2
2022-02-15,1065.52,271.05,5,2
2022-02-16,1067.45,271.05,5,4
2022-02-17,1064.2,271.05,5,4
2022-02-18,1059.07,271.05,5,5
2022-02-22,1050.66,271.05,5,5
2022-02-23,1049.79,271.05,5,1
2022-02-24,1042.87,271.05,5,0
2022-02-25,1069.8,260.72,5,0
2022-02-28,1080.01,260.72,5,2
2022-03-01,1088.33,360.97,5,5
2022-03-02,1101.54,360.97,5,7
2022-03-03,1107.56,360.97,5,9
2022-03-04,1131.06,361.64,5,8
2022-03-07,1150.78,404.75,5,9
2022-03-08,1138.45,525.04,5,6
2022-03-09,1119.84,422.72,5,8
2022-03-10,1131.26,422.72,5,10
2022-03-11,1125.54,422.72,5,9
2022-03-14,1112.53,422.72,5,9
2022-03-15,1111.77,636.7,4,3
2022-03-16,1096.72,636.7,4,0
2022-03-17,1106.34,636.7,4,0
2022-03-18,1107.28,636.7,4,0
2022-03-21,1123.0,415.24,5,9
2022-03-22,1120.64,415.24,5,9
2022-03-23,1129.64,415.24,5,9
2022-03-24,1132.23,473.47,5,9
2022-03-25,1140.8,473.47,5,0
2022-03-28,1136.24,587.31,4,0
2022-03-29,1131.06,360.06,5,0
2022-03-30,1127.64,360.06,5,0
2022-03-31,1109.6,360.06,5,0
2022-04-01,1120.23,360.06,5,1
2022-04-04,1118.7,280.06,5,1
2022-04-05,1102.43,280.06,5,1
2022-04-06,1099.41,280.06,5,1
2022-04-07,1119.38,274.85,5,1
2022-04-08,1116.91,274.85,5,4
2022-04-11,1105.65,274.85,5,5
2022-04-12,1107.28,274.85,5,7
2022-04-13,1116.21,274.85,5,7
2022-04-14,1106.83,274.85,5,4
2022-04-18,1102.39,274.85,5,5
2022-04-19,1110.7,322.27,4,2
2022-04-20,1108.22,322.27,4,2
2022-04-21,1087.29,277.05,5,0
2022-04-22,1078.16,277.05,5,1
2022-04-25,1087.02,269.54,5,1
2022-04-26,1078.2,287.74,5,3
2022-04-27,1080.23,287.74,5,3
2022-04-28,1080.89,287.74,5,3
2022-04-29,1062.1,287.74,5,3
2022-05-02,1060.12,422.05,4,3
2022-05-03,1065.12,265.03,5,1
2022-05-04,1095.12,266.28,5,0
2022-05-05,1079.78,266.28,5,1
2022-05-06,1081.08,266.28,5,1
2022-05-09,1065.47,266.28,5,2
2022-05-10,1054.71,266.28,5,5
2022-05-11,1055.44,437.2,4,4
2022-05-12,1053.75,437.2,4,4
2022-05-13,1057.25,437.2,4,3
2022-05-16,1058.31,437.2,4,3
2022-05-17,1066.58,264.58,5,0
2022-05-18,1050.02,264.58,5,1
2022-05-19,1038.91,264.58,5,2
2022-05-20,1040.44,431.09,4,2
2022-05-23,1056.18,262.39,4,2
2022-05-24,1067.86,262.39,4,1
2022-05-25,1078.79,262.39,4,0
2022-05-26,1087.62,262.39,4,0
2022-05-27,1104.14,262.39,4,0
2022-05-31,1088.97,262.39,4,0
2022-06-01,1090.17,262.39,4,11
2022-06-02,1103.04,262.39,4,11
2022-06-03,1104.23,376.84,4,11
2022-06-06,1113.24,276.06,5,11
2022-06-07,1121.1,276.06,5,1
2022-06-08,1111.66,438.39,4,1
2022-06-09,1098.9,277.92,5,1
2022-06-10,1082.03,277.92,5,1
2022-06-13,1056.56,277.92,5,1
2022-06-14,1047.87,368.83,4,0
2022-06-15,1051.76,899.61,1,0
2022-06-16,1049.09,899.61,1,0
2022-06-17,1049.65,899.61,1,0
2022-06-21,1053.42,689.68,2,0
2022-06-22,1052.04,689.68,2,0
2022-06-23,1051.9,689.68,2,0
2022-06-24,1073.2,689.68,2,0
2022-06-27,1070.93,268.3,4,0
2022-06-28,1061.07,268.3,4,0
2022-06-29,1055.46,268.3,4,0
2022-06-30,1045.89,268.3,4,0
2022-07-01,1047.28,268.3,4,0
2022-07-05,1046.42,268.3,4,0
2022-07-06,1044.72,268.3,4,0
2022-07-07,1050.88,268.3,4,0
2022-07-08,1046.73,268.3,4,0
2022-07-11,1034.72,261.68,4,0
2022-07-12,1028.64,261.68,4,0
2022-07-13,1015.53,261.68,4,0
2022-07-14,1022.63,462.59,3,0
2022-07-15,1034.96,462.59,3,0
2022-07-18,1032.28,681.45,2,0
2022-07-19,1022.1,681.45,2,0
2022-07-20,1034.47,880.86,1,0
2022-07-21,1038.84,880.86,1,0
2022-07-22,1022.14,465.32,3,0
2022-07-25,1023.09,260.89,4,0
2022-07-26,1018.72,260.89,4,1
2022-07-27,1044.34,260.89,4,2
2022-07-28,1057.16,260.89,4,8
2022-07-29,1060.71,260.89,4,15
2022-08-01,1068.29,260.89,4,20
2022-08-02,1058.04,260.89,4,20
2022-08-03,1071.6,260.89,4,20
2022-08-04,1074.34,260.89,4,19
2022-08-05,1079.43,260.89,4,21
2022-08-08,1079.2,269.86,5,21
2022-08-09,1070.04,269.86,5,18
2022-08-10,1097.34,269.86,5,15
2022-08-11,1094.62,269.86,5,10
2022-08-12,1113.32,269.86,5,14
2022-08-15,1114.83,269.86,5,16
2022-08-16,1108.79,269.86,5,9
2022-08-17,1093.28,269.86,5,11
2022-08-18,1085.95,269.86,5,10
2022-08-19,1079.07,271.49,5,8
2022-08-22,1061.08,269.77,5,8
2022-08-23,1054.76,269.77,5,3
2022-08-24,1062.35,269.77,5,1
2022-08-25,1073.39,269.77,5,1
2022-08-26,1048.74,269.77,5,2
2022-08-29,1034.25,268.24,5,2
2022-08-30,1022.77,268.24,5,1
2022-08-31,1015.6,260.78,5,1
2022-09-01,1001.46,463.26,4,0
2022-09-02,1008.63,650.26,3,0
2022-09-06,1006.0,650.26,3,0
2022-09-07,1008.65,650.26,3,0
2022-09-08,1015.47,448.53,4,0
2022-09-09,1025.59,253.87,5,1
2022-09-12,1025.09,253.87,5,4
2022-09-13,1003.07,253.87,5,6
2022-09-14,1006.18,253.87,5,10
2022-09-15,1000.16,253.87,5,13
2022-09-16,994.0,250.04,5,13
2022-09-19,999.86,250.04,5,20
2022-09-20,993.68,250.04,5,15
2022-09-21,971.43,250.04,5,12
2022-09-22,962.72,250.04,5,9
2022-09-23,967.2,591.4,2,2
2022-09-26,960.27,591.4,2,2
2022-09-27,964.89,774.02,1,0
2022-09-28,972.23,581.05,2,0
2022-09-29,965.92,581.05,2,0
2022-09-30,958.89,241.48,4,0
2022-10-03,978.32,241.48,4,1
2022-10-04,987.66,241.48,4,1
2022-10-05,978.26,241.48,4,1
2022-10-06,975.08,241.48,4,3
2022-10-07,955.21,241.48,4,4
2022-10-10,958.51,241.48,4,5
2022-10-11,945.88,241.48,4,5
2022-10-12,949.76,421.36,3,3
2022-10-13,970.02,421.36,3,1
2022-10-14,964.19,628.02,2,0
2022-10-17,971.63,628.02,2,0
2022-10-18,971.64,433.7,3,0
2022-10-19,991.86,433.7,3,0
2022-10-20,974.2,433.7,3,0
2022-10-21,997.92,433.7,3,0
2022-10-24,1008.61,348.76,4,0
2022-10-25,1013.38,252.15,5,0
2022-10-26,1020.81,252.15,5,0
2022-10-27,1009.76,252.15,5,0
2022-10-28,1016.98,252.44,5,1
2022-10-31,1017.7,254.25,5,5
2022-11-01,1014.88,254.25,5,10
2022-11-02,999.36,254.25,5,14
2022-11-03,1003.02,254.25,5,17
2022-11-04,1012.98,254.25,5,20
2022-11-07,1024.17,253.24,5,21
2022-11-08,1034.91,253.24,5,12
2022-11-09,1024.39,253.24,5,8
2022-11-10,1044.56,253.24,5,2
2022-11-11,1059.33,253.24,5,5
2022-11-14,1059.97,364.56,5,8
2022-11-15,1058.64,364.56,5,10
2022-11-16,1055.52,364.56,5,13
2022-11-17,1052.74,364.56,5,11
2022-11-18,1059.94,364.56,5,9
2022-11-21,1064.07,364.56,5,10
2022-11-22,1072.83,364.56,5,4
2022-11-23,1073.49,364.56,5,2
2022-11-25,1074.5,364.56,5,2
2022-11-28,1065.51,364.56,5,1
2022-11-29,1069.85,364.56,5,2
2022-11-30,1082.37,364.56,5,2
2022-12-01,1081.29,364.56,5,31
2022-12-02,1085.22,364.56,5,34
2022-12-05,1076.59,364.56,5,34
2022-12-06,1070.89,364.56,5,34
2022-12-07,1071.9,364.56,5,5
2022-12-08,1076.08,364.56,5,2
2022-12-09,1068.56,364.56,5,3
2022-12-12,1080.19,364.56,5,5
2022-12-13,1081.67,364.56,5,3
2022-12-14,1079.1,364.56,5,8
2022-12-15,1065.36,364.56,5,10
2022-12-16,1060.43,364.56,5,9
2022-12-19,1058.83,364.56,5,15
2022-12-20,1059.62,364.56,5,10
2022-12-21,1070.47,364.56,5,7
2022-12-22,1065.3,364.56,5,6
2022-12-23,1069.95,364.56,5,0
2022-12-27,1071.92,364.56,5,0
2022-12-28,1065.62,364.56,5,0
2022-12-29,1072.71,364.56,5,0
2022-12-30,1069.59,364.56,5,0
2023-01-03,1072.97,364.56,5,1
2023-01-04,1083.7,364.56,5,1
2023-01-05,1078.82,364.56,5,3
2023-01-06,1096.81,364.56,5,4
2023-01-09,1085.94,364.56,5,10
2023-01-10,1087.96,364.56,5,16
2023-01-11,1089.44,419.2,5,16
2023-01-12,1085.39,419.2,5,17
2023-01-13,1087.62,419.2,5,12
2023-01-17,1081.59,327.93,5,14
2023-01-18,1063.68,327.93,5,7
2023-01-19,1055.04,327.93,5,11
2023-01-20,1080.65,323.11,5,13
2023-01-23,1091.27,323.11,5,20
2023-01-24,1092.9,323.11,5,23
2023-01-25,1088.98,273.22,5,18
2023-01-26,1089.97,273.22,5,17
2023-01-27,1087.08,273.22,5,11
2023-01-30,1076.55,271.77,5,15
2023-01-31,1083.42,271.77,5,10
2023-02-01,1092.61,271.77,5,12
2023-02-02,1101.55,271.77,5,16
2023-02-03,1096.57,271.77,5,30
2023-02-06,1088.06,271.77,5,37
2023-02-07,1094.4,271.77,5,33
2023-02-08,1089.59,271.77,5,33
2023-02-09,1078.36,271.77,5,23
2023-02-10,1078.49,269.59,5,20
2023-02-13,1102.9,269.59,5,20
2023-02-14,1115.63,269.59,5,12
2023-02-15,1128.96,269.59,5,7
2023-02-16,1105.36,386.75,5,7
2023-02-17,1096.9,386.75,5,13
2023-02-21,1064.55,278.59,5,14
2023-02-22,1073.41,374.57,4,7
2023-02-23,1060.41,268.35,5,1
2023-02-24,1051.79,489.64,4,0
2023-02-27,1052.57,489.64,4,0
2023-02-28,1059.92,489.64,4,0
2023-03-01,1055.1,489.64,4,0
2023-03-02,1063.0,278.62,5,0
2023-03-03,1086.11,278.62,5,1
2023-03-06,1084.18,278.62,5,1
2023-03-07,1077.2,278.62,5,3
2023-03-08,1080.41,278.62,5,5
2023-03-09,1061.46,278.62,5,6
2023-03-10,1056.19,265.37,5,7
2023-03-13,1050.91,264.05,5,7
2023-03-14,1065.67,264.05,5,4
2023-03-15,1055.8,264.05,5,2
2023-03-16,1079.02,264.05,5,3
2023-03-17,1065.08,264.05,5,11
2023-03-20,1074.94,266.27,5,24
2023-03-21,1091.82,266.27,5,23
2023-03-22,1081.02,376.3,4,21
2023-03-23,1096.72,270.26,5,13
2023-03-24,1096.12,270.26,5,2
2023-03-27,1090.99,270.26,5,4
2023-03-28,1080.99,270.26,5,4
2023-03-29,1092.31,270.26,5,4
2023-03-30,1094.09,270.26,5,3
2023-03-31,1110.24,270.26,5,2
2023-04-03,1110.85,282.76,5,3
2023-04-04,1112.4,282.76,5,3
2023-04-05,1096.48,282.76,5,3
2023-04-06,1095.82,282.76,5,3
2023-04-10,1100.41,282.76,5,3
2023-04-11,1090.86,282.76,5,2
2023-04-12,1091.44,282.76,5,2
2023-04-13,1108.65,282.76,5,1
2023-04-14,1108.21,292.05,5,2
2023-04-17,1110.05,292.05,5,4
2023-04-18,1110.43,390.13,4,3
2023-04-19,1100.82,277.61,5,6
2023-04-20,1097.96,275.2,5,5
2023-04-21,1109.5,275.2,5,4
2023-04-24,1108.84,275.2,5,7
2023-04-25,1098.27,275.2,5,6
2023-04-26,1093.54,275.2,5,10
2023-04-27,1098.12,275.2,5,11
2023-04-28,1109.06,275.2,5,12
2023-05-01,1112.12,275.2,5,18
2023-05-02,1077.62,275.2,5,12
2023-05-03,1084.01,269.41,5,11
2023-05-04,1079.14,271.0,5,7
2023-05-05,1084.81,271.0,5,3
2023-05-08,1092.04,271.0,5,5
2023-05-09,1087.92,271.0,5,6
2023-05-10,1093.95,271.0,5,5
2023-05-11,1092.98,271.0,5,8
2023-05-12,1097.02,271.0,5,8
2023-05-15,1096.13,271.0,5,11
2023-05-16,1093.04,271.0,5,12
2023-05-17,1093.44,271.0,5,9
2023-05-18,1098.01,271.0,5,13
2023-05-19,1104.66,271.0,5,18
2023-05-22,1099.57,271.0,5,22
2023-05-23,1075.37,271.0,5,18
2023-05-24,1074.83,271.0,5,14
2023-05-25,1075.17,271.0,5,10
2023-05-26,1077.57,271.0,5,16
2023-05-30,1074.26,271.0,5,23
2023-05-31,1076.95,271.0,5,26
2023-06-01,1079.7,271.0,5,32
2023-06-02,1084.11,271.0,5,28
2023-06-05,1091.13,271.0,5,33
2023-06-06,1093.48,283.8,5,26
2023-06-07,1085.14,283.8,5,14
2023-06-08,1097.52,283.8,5,18
2023-06-09,1096.16,283.8,5,15
2023-06-12,1100.75,283.8,5,18
2023-06-13,1098.17,283.8,5,18
2023-06-14,1101.76,283.8,5,16
2023-06-15,1113.18,283.8,5,17
2023-06-16,1107.38,283.8,5,21
2023-06-20,1109.51,283.8,5,54
2023-06-21,1107.17,283.8,5,42
2023-06-22,1113.7,283.8,5,36
2023-06-23,1111.14,283.8,5,4
2023-06-26,1100.32,277.79,5,10
2023-06-27,1113.95,277.79,5,11
2023-06-28,1112.45,277.79,5,11
2023-06-29,1119.48,277.79,5,10
2023-06-30,1134.57,277.79,5,3
2023-07-03,1129.92,277.79,5,4
2023-07-05,1130.92,307.04,5,1
2023-07-06,1126.71,307.04,5,3
2023-07-07,1116.98,307.04,5,2
2023-07-10,1117.75,307.04,5,2
2023-07-11,1104.08,307.04,5,3
2023-07-12,1101.55,291.74,5,7
2023-07-13,1156.92,291.74,5,9
2023-07-14,1158.57,422.03,5,12
2023-07-17,1159.56,422.03,5,15
2023-07-18,1160.61,289.89,5,11
2023-07-19,1170.77,289.89,5,18
2023-07-20,1168.36,292.82,5,22
2023-07-21,1164.85,292.82,5,23
2023-07-24,1165.85,292.82,5,37
2023-07-25,1168.69,291.46,5,27
2023-07-26,1160.0,291.46,5,28
2023-07-27,1159.34,290.0,5,30
2023-07-28,1168.6,290.0,5,21
2023-07-31,1160.24,290.0,5,23
2023-08-01,1156.96,290.0,5,20
2023-08-02,1142.98,289.24,5,17
2023-08-03,1142.77,285.74,5,16
2023-08-04,1138.79,285.74,5,15
2023-08-07,1152.91,285.74,5,18
2023-08-08,1186.33,285.74,5,12
2023-08-09,1179.22,413.66,5,8
2023-08-10,1176.87,413.66,5,8
2023-08-11,1181.11,413.66,5,6
2023-08-14,1186.74,413.66,5,6
2023-08-15,1178.63,413.66,5,2
2023-08-16,1174.38,413.66,5,3
2023-08-17,1174.08,413.66,5,3
2023-08-18,1170.71,413.66,5,4
2023-08-21,1169.72,413.66,5,6
2023-08-22,1166.54,413.66,5,5
2023-08-23,1173.43,413.66,5,5
2023-08-24,1166.24,413.66,5,6
2023-08-25,1170.65,413.66,5,6
2023-08-28,1172.78,413.66,5,7
2023-08-29,1182.49,413.66,5,5
2023-08-30,1183.19,413.66,5,3
2023-08-31,1181.34,413.66,5,1
2023-09-01,1182.96,413.66,5,6
2023-09-05,1179.91,413.66,5,8
2023-09-06,1176.52,335.53,5,8
2023-09-07,1184.6,335.53,5,3
2023-09-08,1194.86,335.53,5,1
2023-09-11,1202.01,335.53,5,2
2023-09-12,1201.01,335.53,5,5
2023-09-13,1196.56,335.53,5,8
2023-09-14,1198.73,335.53,5,8
2023-09-15,1188.18,335.53,5,13
2023-09-18,1189.62,335.53,5,33
2023-09-19,1188.67,578.17,4,26
2023-09-20,1181.03,578.17,4,26
2023-09-21,1163.79,578.17,4,20
2023-09-22,1165.79,565.57,4,0
2023-09-25,1168.5,565.57,4,0
2023-09-26,1162.85,565.57,4,0
2023-09-27,1161.95,565.57,4,0
2023-09-28,1166.96,333.18,5,0
2023-09-29,1158.72,333.18,5,0
2023-10-02,1166.3,580.0,3,0
2023-10-03,1160.22,580.0,3,0
2023-10-04,1161.92,580.0,3,0
2023-10-05,1165.34,925.58,1,0
2023-10-06,1169.33,925.58,1,0
2023-10-09,1176.91,691.71,2,0
2023-10-10,1178.54,691.71,2,0
2023-10-11,1188.69,294.63,4,1
2023-10-12,1188.58,294.63,4,4
2023-10-13,1188.17,294.63,4,6
2023-10-16,1191.97,294.63,4,7
2023-10-17,1189.77,294.63,4,7
2023-10-18,1185.08,294.63,4,7
2023-10-19,1176.11,294.63,4,5
2023-10-20,1155.11,294.63,4,4
2023-10-23,1155.01,675.73,2,4
2023-10-24,1161.55,675.73,2,0
2023-10-25,1154.12,675.73,2,0
2023-10-26,1139.66,444.91,3,0
2023-10-27,1140.8,444.91,3,0
2023-10-30,1150.73,444.91,3,0
2023-10-31,1156.71,444.91,3,0
2023-11-01,1162.36,444.91,3,0
2023-11-02,1172.49,290.59,4,0
2023-11-03,1180.89,290.59,4,0
2023-11-06,1182.91,290.59,4,1
2023-11-07,1194.88,290.59,4,3
2023-11-08,1195.93,290.59,4,6
2023-11-09,1192.71,290.59,4,11
2023-11-10,1203.66,290.59,4,13
2023-11-13,1210.94,290.59,4,15
2023-11-14,1225.95,302.73,4,11
2023-11-15,1211.37,302.73,4,6
2023-11-16,1215.52,302.73,4,8
2023-11-17,1217.1,302.73,4,7
2023-11-20,1225.93,302.73,4,8
2023-11-21,1222.64,302.73,4,7
2023-11-22,1228.68,440.71,4,2
2023-11-24,1229.38,307.17,5,1
2023-11-27,1227.52,307.17,5,0
2023-11-28,1229.64,307.17,5,2
2023-11-29,1244.13,307.17,5,3
2023-11-30,1242.08,307.17,5,6
2023-12-01,1236.32,310.52,5,23
2023-12-04,1229.57,310.52,5,32
2023-12-05,1235.09,310.52,5,38
2023-12-06,1226.99,310.52,5,36
2023-12-07,1232.7,310.52,5,22
2023-12-08,1243.83,310.52,5,16
2023-12-11,1238.93,310.52,5,19
2023-12-12,1225.77,310.52,5,13
2023-12-13,1246.02,306.44,5,11
2023-12-14,1231.88,306.44,5,22
2023-12-15,1242.14,306.44,5,51
2023-12-18,1244.46,310.54,5,107
2023-12-19,1245.15,310.54,5,106
2023-12-20,1228.85,310.54,5,97
2023-12-21,1240.2,310.54,5,68
2023-12-22,1237.81,310.54,5,14
2023-12-26,1244.16,310.54,5,15
2023-12-27,1246.82,310.54,5,3
2023-12-28,1250.59,310.54,5,3
2023-12-29,1247.91,310.54,5,3
2024-01-02,1215.25,316.26,5,3
2024-01-03,1224.04,303.81,5,3
2024-01-04,1255.55,303.81,5,2
2024-01-05,1240.0,303.81,5,4
2024-01-08,1283.37,303.81,5,4
2024-01-09,1294.76,303.81,5,2
2024-01-10,1302.56,303.81,5,2
2024-01-11,1273.06,303.81,5,1
2024-01-12,1287.89,555.02,4,1
2024-01-16,1308.89,555.02,4,1
2024-01-17,1299.1,327.22,5,0
2024-01-18,1312.46,327.22,5,2
2024-01-19,1341.76,416.79,5,5
2024-01-22,1346.57,495.58,5,16
2024-01-23,1348.87,495.58,5,21
2024-01-24,1356.25,495.58,5,23
2024-01-25,1350.31,495.58,5,29
2024-01-26,1343.14,495.58,5,23
2024-01-29,1359.21,495.58,5,28
2024-01-30,1358.09,495.58,5,22
2024-01-31,1338.82,495.58,5,17
2024-02-01,1352.4,495.58,5,25
2024-02-02,1365.23,495.58,5,25
2024-02-05,1364.84,495.58,5,32
2024-02-06,1356.78,495.58,5,30
2024-02-07,1378.08,495.58,5,23
2024-02-08,1387.49,495.58,5,28
2024-02-09,1402.31,495.58,5,31
2024-02-12,1390.83,495.58,5,37
2024-02-13,1379.52,495.58,5,32
2024-02-14,1401.02,495.58,5,28
2024-02-15,1405.06,436.78,5,24
2024-02-16,1422.9,436.78,5,21
2024-02-20,1402.96,436.78,5,22
2024-02-21,1380.87,436.78,5,6
2024-02-22,1435.75,436.78,5,4
2024-02-23,1426.99,436.78,5,4
2024-02-26,1478.09,436.78,5,5
2024-02-27,1477.16,602.1,5,5
2024-02-28,1477.13,555.42,5,6
2024-02-29,1492.83,555.42,5,9
2024-03-01,1515.14,555.42,5,18
2024-03-04,1535.19,555.42,5,20
2024-03-05,1518.74,555.42,5,19
2024-03-06,1546.17,555.42,5,18
2024-03-07,1562.02,555.42,5,10
2024-03-08,1554.54,390.5,5,11
2024-03-11,1547.98,390.5,5,14
2024-03-12,1570.46,390.5,5,11
2024-03-13,1561.57,390.5,5,11
2024-03-14,1547.55,390.5,5,9
2024-03-15,1543.73,390.5,5,9
2024-03-18,1545.03,390.5,5,25
2024-03-19,1546.19,390.5,5,21
2024-03-20,1560.69,587.11,4,20
2024-03-21,1578.44,546.67,4,17
2024-03-22,1576.05,394.61,5,3
2024-03-25,1572.78,394.01,5,4
2024-03-26,1569.92,524.24,4,3
2024-03-27,1549.49,392.48,5,3
2024-03-28,1555.01,387.37,5,1
2024-04-01,1546.56,387.37,5,1
2024-04-02,1534.27,387.37,5,1
2024-04-03,1543.23,387.37,5,3
2024-04-04,1514.03,387.37,5,6
2024-04-05,1528.82,378.51,5,9
2024-04-08,1535.96,378.51,5,10
2024-04-09,1531.81,378.51,5,8
2024-04-10,1525.97,378.51,5,4
2024-04-11,1548.33,378.51,5,1
2024-04-12,1497.09,378.51,5,1
2024-04-15,1501.18,655.8,4,1
2024-04-16,1497.09,655.8,4,1
2024-04-17,1497.62,776.99,3,1
2024-04-18,1492.57,477.46,4,0
2024-04-19,1492.08,477.46,4,0
2024-04-22,1482.27,477.46,4,0
2024-04-23,1491.56,370.57,5,0
2024-04-24,1495.65,370.57,5,2
2024-04-25,1552.59,370.57,5,3
2024-04-26,1569.65,396.43,5,7
2024-04-29,1578.67,396.43,5,10
2024-04-30,1560.57,394.67,5,9
2024-05-01,1559.48,394.67,5,12
2024-05-02,1565.76,394.67,5,11
2024-05-03,1584.13,394.67,5,12
2024-05-06,1593.59,394.67,5,13
2024-05-07,1604.24,394.67,5,10
2024-05-08,1602.55,401.38,5,8
2024-05-09,1613.03,401.38,5,6
2024-05-10,1612.04,401.38,5,6
2024-05-13,1609.01,428.22,5,7
2024-05-14,1611.5,428.22,5,5
2024-05-15,1634.71,428.22,5,5
2024-05-16,1628.31,428.22,5,5
2024-05-17,1634.18,428.22,5,7
2024-05-20,1632.53,428.22,5,10
2024-05-21,1632.93,428.22,5,9
2024-05-22,1627.95,428.22,5,12
2024-05-23,1603.46,428.22,5,12
2024-05-24,1608.43,428.22,5,14
2024-05-28,1599.37,428.22,5,15
2024-05-29,1600.22,408.39,5,6
2024-05-30,1586.25,408.39,5,1
2024-05-31,1588.76,408.39,5,1
2024-06-03,1604.16,408.39,5,12
2024-06-04,1606.98,408.39,5,13
2024-06-05,1624.37,1049.25,3,13
2024-06-06,1620.24,406.09,5,12
2024-06-07,1618.03,406.09,5,2
2024-06-10,1626.25,515.76,4,2
2024-06-11,1627.71,406.56,5,1
2024-06-12,1658.15,406.56,5,3
2024-06-13,1670.95,414.54,5,4
2024-06-14,1680.23,414.54,5,6
