symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,pnl_pct,reason,stop_pct_used,tiers_fired,held_days,scaled_pnl
BTU,2025-08-06,2025-10-17,16.611895202656097,30.95381657314301,3.6276430960167434,52.02737204326184,86.33525070753976,trailing_stop,0.12234,"[0.15, 0.3, 0.5]",72,24.861650261200243
OPEN,2025-10-10,2025-11-17,7.582698754948248,7.836080152511597,16.567979588525922,4.19801782294175,3.3415727797177768,trailing_stop,0.15,[0.15],38,8.850645663137648
GTLB,2025-11-04,2025-11-17,46.52325,42.61867938995361,2.806338766100821,-10.957547867951106,-8.392729678271369,stop_loss,0.079054,[],13,0.0
ATI,2025-08-06,2025-11-20,81.12105287206329,94.75260305023193,1.3596266908113335,18.53381945937207,16.803961111879396,trailing_stop,0.061217,"[0.15, 0.3]",106,15.088270522329477
OPEN,2025-11-18,2025-11-20,7.523759980916976,6.156919847488403,17.719863517463153,-24.22022061454544,-18.16698215912499,stop_loss,0.15,[],2,0.0
CPRI,2025-08-15,2025-12-09,22.39911100094839,25.917035305023195,5.089683259830379,17.90512043979996,15.705642531642672,trailing_stop,0.071384,"[0.15, 0.3]",116,12.853170419675084
IOT,2025-12-12,2025-12-23,41.41069438934326,37.13142652511597,3.244572494649512,-13.884394809509445,-10.33372641374623,stop_loss,0.092614,[],11,0.0
DECK,2026-01-05,2026-01-12,108.15404847335815,101.75909255981448,1.247572346154362,-7.978170152613387,-5.9128215760864045,stop_loss,0.05472,[],7,0.0
OPEN,2025-12-26,2026-01-13,6.0399081821783165,6.766614980936051,22.033861291106927,16.012156803132285,12.0317524180582,trailing_stop,0.144546,[0.15],18,5.069378550798028
ONON,2025-12-30,2026-01-20,47.47372576332092,44.09793893241883,2.795862297847068,-9.438235126087804,-7.11085295418353,stop_loss,0.058554,[],21,0.0
BTU,2025-11-21,2026-01-26,26.773538797935093,35.40101469802857,3.304381323703485,28.508470234970787,32.223890779648706,trailing_stop,0.074857,"[0.15, 0.3]",66,15.43409896876523
CAVA,2026-01-20,2026-01-26,69.08452805328369,62.51872423744202,1.9784458814654,-12.990087517961754,-9.504014865351007,stop_loss,0.075868,[],6,0.0
OPEN,2026-01-14,2026-01-29,6.552732060775959,5.577209923744202,23.020932124323224,-22.457428902382816,-14.887258138802004,stop_loss,0.144776,[],15,0.0
JBLU,2026-01-20,2026-02-12,5.25574335052348,5.627185114383698,23.17655010600904,8.608738651570718,7.067349736992417,trailing_stop,0.123744,[0.15],23,5.258228023771601
CPRI,2026-02-19,2026-03-03,21.36067538166046,18.96051431369781,6.280700286994912,-15.074692308387029,-11.236353837497784,stop_loss,0.107686,[],12,0.0
CLF,2026-03-03,2026-03-10,10.95846685363818,9.535229961872101,13.289267736540285,-18.91377610720083,-12.987554835680031,stop_loss,0.109061,[],7,0.0
OPEN,2026-03-03,2026-04-09,4.972484790086746,4.307844942808152,26.616471560427062,-17.690367593017285,-13.366352544780725,stop_loss,0.117183,[],37,0.0
SCCO,2026-03-26,2026-04-23,158.2837714048852,176.31280047607422,0.7415002932141139,13.368530342652434,11.390320631842481,trailing_stop,0.082425,[0.15],28,5.504318574660552
BTU,2026-04-09,2026-05-05,27.551648883819578,24.83229085445404,4.7779354533408345,-12.992917138832667,-9.870037328192547,stop_loss,0.083786,[],26,0.0
SHAK,2026-04-16,2026-05-07,99.799875,69.20537786483764,1.3107230845730018,-40.10091365595987,-30.65584714926983,stop_loss,0.15,[],21,0.0
JBLU,2026-05-08,2026-05-15,5.112555133581162,4.577709923744202,24.944474273213324,-13.34143257692942,-10.461407180215975,stop_loss,0.091008,[],7,0.0
CMC,2026-03-17,2026-06-05,62.54055366517202,73.87280464172363,1.805268240849691,20.45775278530651,18.119844344874085,trailing_stop,0.05,[0.15],80,5.517590543628387
SCCO,2026-04-30,2026-06-05,169.10471288361848,169.89441093444825,0.6839108197686019,0.5400830413126556,0.46698760629649483,trailing_stop,0.097164,[0.15],36,4.987230211022535
FUN,2026-05-11,2026-06-22,20.16007461833954,22.69864408493042,4.728777186937946,12.004329381072182,12.592063842271475,trailing_stop,0.08944,[0.15],42,6.64823451207463
FUN,2026-06-25,2026-07-06,22.481234313011164,19.54022423744202,5.7296676066158145,-16.85101016071927,-13.082066734507618,stop_loss,0.106812,[],11,0.0
BIRK,2026-06-04,2026-07-31,43.01149667930603,38.70064122009278,2.999198120489151,-12.929109590972786,-10.022565574397502,stop_loss,0.059809,[],57,0.0
ALK,2026-07-16,2026-08-18,47.643808931350705,42.388794847488406,2.6528105715081174,-13.94055691509395,-11.029794220344925,stop_loss,0.084557,[],33,0.0
