symbol,strategy,trigger,confluence,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,scaled_out,holding_days,pnl,pnl_pct,rsi_at_entry,vol_at_entry,win
SMCI,momentum_breakout,breakout,3,2023-05-04,13.3,2023-06-09,26.14,bearish_divergence,22.5933,True,36,170.82,56.85,65.11315330690927,4.23930345545714,1
DOCU,momentum_breakout,breakout,3,2023-06-09,64.37,2023-06-09,58.21,stop_loss,4.1038,False,0,-26.27,-9.95,59.96186249289859,4.206903846183325,0
DUOL,momentum_breakout,breakout,2,2023-05-11,148.47,2023-06-20,150.19,trailing_stop,1.8273,False,40,2.15,0.79,62.1706714177891,2.7636528226498727,1
DOCU,momentum_breakout,breakout,3,2023-06-12,57.16,2023-06-21,51.0,stop_loss,5.9107,False,9,-37.42,-11.07,66.15326389823227,6.728881670290519,0
ROKU,momentum_breakout,breakout,3,2023-06-12,69.93,2023-06-21,66.16,trailing_stop,2.8645,False,9,-11.79,-5.88,72.21803670327003,1.8132754014279597,0
PKX,momentum_breakout,breakout,3,2023-06-23,70.1,2023-06-27,72.38,bearish_divergence,2.4562,False,4,4.59,2.67,59.564739518713736,1.5991390593641837,1
OPEN,momentum_breakout,breakout,3,2023-06-21,3.14,2023-07-06,3.85,trailing_stop,91.9372,True,15,57.75,20.01,70.91057205425244,1.5196761706051167,1
DKNG,momentum_breakout,breakout,2,2023-05-23,25.08,2023-07-28,32.35,bearish_divergence,11.72,True,66,67.84,23.08,69.60703879768639,2.130064705973776,1
HUBS,momentum_breakout,breakout,3,2023-05-05,453.95,2023-07-31,579.97,bearish_divergence,0.2827,True,87,28.28,22.04,66.11454545665157,3.273140694760253,1
RIVN,momentum_breakout,breakout,3,2023-07-07,22.91,2023-07-31,27.61,bearish_divergence,14.8991,True,24,64.57,18.92,76.02913577282112,2.1423268494389625,1
ROKU,momentum_breakout,breakout,3,2023-08-01,95.61,2023-08-04,87.65,trailing_stop,3.8348,False,3,-31.51,-8.59,75.43094799857724,3.092731170979629,0
DASH,momentum_breakout,breakout,3,2023-07-31,90.2,2023-08-09,82.8,stop_loss,4.102,False,9,-31.37,-8.48,80.56531940504034,1.7569618545458634,0
DAL,momentum_breakout,breakout,3,2023-06-28,44.71,2023-08-15,42.34,trailing_stop,3.2908,False,48,-8.78,-5.97,80.27799299899186,2.168648617927493,0
MT,momentum_breakout,breakout,3,2023-08-01,26.92,2023-08-15,25.42,stop_loss,5.6239,False,14,-9.41,-6.22,58.46036435396577,1.9024068578964721,0
FVRR,momentum_breakout,breakout,3,2023-08-07,32.03,2023-08-17,28.42,stop_loss,10.9082,False,10,-40.36,-11.55,63.15068655755421,1.680346039470127,0
BROS,momentum_breakout,breakout,3,2023-08-10,32.83,2023-08-17,30.93,stop_loss,10.5703,False,7,-21.09,-6.08,60.779755678758754,6.69745714159799,0
SKYW,momentum_breakout,breakout,3,2023-08-30,43.08,2023-08-31,45.05,bearish_divergence,8.2579,False,1,15.31,4.3,60.30644733218785,1.8805504326854874,1
SKYW,momentum_breakout,breakout,2,2023-09-01,45.49,2023-09-08,43.13,stop_loss,1.1941,False,7,-3.82,-7.04,64.20675127889942,1.8560463743223659,0
CMC,momentum_breakout,breakout,3,2023-06-23,49.64,2023-09-13,50.0,trailing_stop,6.4257,False,82,1.29,0.4,64.09337305706244,3.0152556189588915,1
PATH,momentum_breakout,breakout,3,2023-09-11,18.69,2023-09-19,17.24,trailing_stop,2.803,False,8,-5.05,-9.64,65.35661719554787,2.337872151438401,0
ANF,momentum_breakout,breakout,3,2023-08-22,40.56,2023-09-21,49.43,trailing_stop,8.3219,True,30,66.08,19.58,71.43643661831243,1.5320688961865827,1
DKNG,momentum_breakout,breakout,3,2023-09-01,30.19,2023-09-22,28.64,trailing_stop,12.0455,False,21,-19.71,-5.42,56.36358042294388,1.8871597827537705,0
GTLB,momentum_breakout,breakout,3,2023-09-14,51.03,2023-09-25,44.61,stop_loss,6.3978,False,11,-42.1,-12.9,57.92055824590007,1.5253699929398288,0
VALE,momentum_breakout,breakout,3,2023-09-20,10.85,2023-09-27,9.96,stop_loss,5.6152,False,7,-6.0,-9.84,57.82162250690523,3.345326941381427,0
WDAY,momentum_breakout,breakout,3,2023-08-28,237.57,2023-09-28,228.87,stop_loss,1.4753,False,31,-13.83,-3.95,57.57090880513715,3.4704154943884555,0
BTU,momentum_breakout,breakout,3,2023-09-28,23.9,2023-10-10,25.02,bearish_divergence,13.5891,False,12,14.22,4.38,64.55479030488368,1.7523152699074935,1
DUOL,momentum_breakout,breakout,3,2023-10-03,163.32,2023-10-19,157.87,trailing_stop,1.998,False,16,-11.88,-3.64,62.21373702718435,1.52564574890499,0
CNX,momentum_breakout,breakout,2,2023-10-18,23.67,2023-10-25,22.43,stop_loss,10.7438,False,7,-14.35,-5.64,63.51084378760568,1.6388574955481694,0
FANG,momentum_breakout,breakout,3,2023-10-13,148.65,2023-11-08,141.6,stop_loss,2.2243,False,26,-16.68,-5.05,62.87275463674004,1.50853115465232,0
AR,momentum_breakout,breakout,3,2023-10-27,29.65,2023-11-08,27.41,trailing_stop,8.3286,False,12,-19.63,-7.95,60.15413506950649,2.1299332925022703,0
DUOL,momentum_breakout,breakout,3,2023-11-09,185.18,2023-11-27,221.52,bearish_divergence,1.8392,True,18,62.87,18.46,56.80832613708104,1.6975373835519656,1
AFRM,mean_reversion,bullish_div,2,2023-10-26,16.84,2023-11-28,32.72,mean_reversion_complete,19.1153,True,33,166.61,51.76,42.7308362778427,2.0168370915301383,1
WDAY,mean_reversion,oversold,2,2023-09-29,215.16,2023-11-29,263.23,mean_reversion_complete,1.5449,True,61,52.57,15.81,27.95092519219589,5.170323893695851,1
ROKU,momentum_breakout,breakout,3,2023-11-28,102.54,2023-12-15,96.09,trailing_stop,3.6776,False,17,-24.73,-6.56,73.65259125783963,1.6118783814149655,0
PATH,momentum_breakout,breakout,3,2023-11-29,19.36,2023-12-19,26.23,bearish_divergence,19.8685,True,20,101.66,26.43,63.95662052549089,1.6693266999449072,1
DKNG,momentum_breakout,breakout,3,2023-11-06,34.14,2023-12-20,35.06,trailing_stop,4.5912,False,44,3.25,2.07,60.8408217120358,3.5551996605409832,1
AFRM,momentum_breakout,breakout,3,2023-11-30,33.85,2024-01-03,46.2,trailing_stop,8.4852,True,34,77.13,26.85,75.12703671049388,1.6949278610327068,1
IOT,momentum_breakout,breakout,3,2023-12-18,33.8,2024-01-03,31.31,trailing_stop,12.1016,False,16,-31.17,-7.62,67.83807048765034,2.067678086534655,0
CENX,momentum_breakout,breakout,3,2023-12-21,11.83,2024-01-03,11.39,trailing_stop,34.9914,False,13,-16.34,-3.95,81.3815218821219,1.9317883596750092,0
CPA,momentum_breakout,breakout,3,2023-12-20,88.53,2024-01-12,82.07,stop_loss,4.6214,False,23,-30.86,-7.54,75.8962768930885,1.6646138240834663,0
TOST,momentum_breakout,breakout,2,2024-01-11,19.17,2024-01-17,17.08,stop_loss,10.2206,False,6,-22.33,-11.4,66.06225316286498,1.5686544396427673,0
SMCI,momentum_breakout,breakout,3,2024-01-10,34.73,2024-01-18,31.4,stop_loss,11.4672,False,8,-39.2,-9.84,65.78404907157727,2.1423754598246676,0
VEEV,momentum_breakout,breakout,3,2024-01-16,207.13,2024-02-15,223.34,bearish_divergence,1.8647,False,30,29.22,7.57,68.28250527737691,1.542347365057119,1
URBN,momentum_breakout,breakout,3,2024-01-10,38.8,2024-02-28,42.42,trailing_stop,10.2315,True,49,52.97,13.34,62.30552546391581,2.421145208093175,1
BIRK,momentum_breakout,breakout,3,2024-01-18,43.99,2024-03-14,46.75,trailing_stop,4.1501,True,56,21.06,11.54,53.507228416397496,2.727227062415235,1
CELH,momentum_breakout,breakout,3,2024-02-29,63.97,2024-03-19,86.41,trailing_stop,6.6996,True,19,112.5,26.25,70.8050691057341,1.7532894107442392,1
RL,momentum_breakout,breakout,3,2023-11-09,112.83,2024-03-21,183.82,bearish_divergence,1.6372,True,133,73.63,39.86,52.88889980215604,2.81109487728359,1
DASH,momentum_breakout,breakout,3,2024-02-16,111.99,2024-03-26,140.12,bearish_divergence,3.3358,True,39,79.33,21.23,72.86471810013416,2.620865824527022,1
LYFT,momentum_breakout,breakout,3,2024-03-22,20.23,2024-04-04,18.13,stop_loss,17.2555,False,13,-37.2,-10.66,68.3706375030212,1.5472632895305,0
CROX,momentum_breakout,breakout,3,2024-03-21,140.14,2024-04-09,131.45,stop_loss,3.3369,False,19,-30.0,-6.42,76.47082586194236,2.041109167117701,0
DKNG,momentum_breakout,breakout,3,2024-01-19,37.93,2024-04-15,43.77,trailing_stop,9.2857,True,87,57.58,16.35,60.533146464463194,2.429234637952157,1
HUBS,momentum_breakout,breakout,3,2024-04-05,670.7,2024-04-15,648.9,stop_loss,0.6971,False,10,-16.2,-3.46,61.45959271936958,5.482401879045416,0
DPZ,momentum_breakout,breakout,3,2024-03-27,468.74,2024-04-19,456.71,stop_loss,0.4794,False,23,-6.77,-3.01,71.86988563907043,1.895168885760457,0
HBM,momentum_breakout,breakout,3,2024-04-10,7.74,2024-04-29,8.79,bearish_divergence,59.6149,False,19,61.57,13.34,80.97077107047977,2.3204303857758175,1
CENX,momentum_breakout,breakout,3,2024-04-16,17.02,2024-05-01,16.17,trailing_stop,26.6912,False,15,-23.56,-5.19,78.47657744224823,1.5355260711466305,0
JBLU,momentum_breakout,breakout,3,2024-04-23,6.12,2024-05-01,5.61,stop_loss,34.8008,False,8,-18.6,-8.73,58.806102707069805,1.6189517772253166,0
UAL,momentum_breakout,breakout,3,2024-04-18,49.27,2024-05-14,55.03,bearish_divergence,6.0983,False,26,34.16,11.37,58.06541738110174,5.492500003049523,1
KALU,momentum_breakout,breakout,3,2024-03-15,70.67,2024-05-15,93.82,bearish_divergence,6.4657,True,61,114.7,25.1,65.79183212969554,1.760734016088909,1
BROS,mean_reversion,oversold,2,2024-05-02,27.37,2024-05-15,37.55,mean_reversion_complete,16.9267,True,13,108.03,23.32,29.59370157568011,1.5391561557563513,1
UPST,momentum_breakout,breakout,3,2024-05-15,29.81,2024-05-16,26.73,stop_loss,16.7875,False,1,-52.65,-10.52,60.151247112584294,2.1293312685407346,0
CPA,momentum_breakout,breakout,3,2024-05-16,97.66,2024-05-20,92.61,stop_loss,1.9762,False,4,-10.98,-5.69,65.36386367847489,2.0606110046090467,0
RIO,momentum_breakout,breakout,3,2024-05-17,63.66,2024-05-29,61.48,stop_loss,6.9985,False,12,-16.27,-3.65,63.7710338582232,1.5981046013786413,0
CMC,momentum_breakout,breakout,3,2024-05-21,55.13,2024-06-04,51.92,stop_loss,3.2596,False,14,-11.47,-6.38,55.548178182268884,1.6216613611133575,0
SKYW,momentum_breakout,breakout,3,2024-06-05,79.22,2024-06-05,80.71,bearish_divergence,2.9212,False,0,3.35,1.45,66.68350442864586,2.665033309475307,1
