symbol,strategy,trigger,confluence,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,original_shares,remaining_shares,scaled_out,scale_out_date,scale_out_price,scale_out_shares,scale_out_proceeds,exit_proceeds,commission_paid,entry_commission,total_invested,total_returned,holding_days,stop_loss,take_profit,stdev_20,rsi_at_entry,vol_at_entry,from_queue,pnl,pnl_pct,win
FVRR,mean_reversion,oversold,2,2021-11-08,2021-11-09,163.363197,2021-11-19,166.653187,trailing_stop,1.21814462,0.60907231,True,2021-11-12,185.234578,0.60907231,111.821253,100.503842,3.0,1.0,200.0,212.325095,10,155.701564,179.699517,0.0234496916,29.85,1.662,False,12.325095,6.162547,1
PKX,mean_reversion,oversold,2,2021-11-10,2021-11-11,52.625615,2021-11-29,50.049335,stop_loss,3.86464738,3.86464738,False,,0.0,0.0,0.0,192.423033,2.0,1.0,204.379446,192.423033,18,50.813532,57.888177,0.0172167379,16.12,2.402,False,-11.956413,-5.850105,0
TOST,mean_reversion,oversold,2,2021-11-23,2021-11-24,40.740701,2021-12-02,35.973988,trailing_stop,5.03801371,5.03801371,False,,0.0,0.0,0.0,180.237446,2.0,1.0,206.252209,180.237446,8,35.660299,44.814771,0.0623504504,28.85,1.681,False,-26.014763,-12.613083,0
ZM,mean_reversion,oversold,2,2021-11-23,2021-11-24,204.1009,2021-12-02,195.244562,trailing_stop,0.67647379,0.67647379,False,,0.0,0.0,0.0,131.07783,2.0,1.0,139.06891,131.07783,8,188.177849,224.51099,0.0390077917,26.65,5.805,False,-7.99108,-5.74613,0
DKNG,mean_reversion,oversold,2,2021-12-02,2021-12-03,31.231201,2021-12-06,28.126846,stop_loss,6.20133545,6.20133545,False,,0.0,0.0,0.0,173.424005,2.0,1.0,194.675152,173.424005,3,29.426236,34.354321,0.028896824,15.73,1.544,False,-21.251147,-10.916209,0
VEEV,mean_reversion,oversold,2,2021-12-02,2021-12-03,262.221951,2021-12-06,249.090656,stop_loss,0.72429672,0.72429672,False,,0.0,0.0,0.0,179.415546,2.0,1.0,190.9265,179.415546,3,252.485273,288.444147,0.0185657204,22.1,4.139,False,-11.510954,-6.028998,0
DUOL,mean_reversion,oversold,2,2021-11-30,2021-12-01,112.732623,2021-12-07,105.46443,stop_loss,1.72416065,1.72416065,False,,0.0,0.0,0.0,180.83762,2.0,1.0,195.369153,180.83762,6,102.999529,124.005885,0.0431689295,27.31,1.723,False,-14.531532,-7.437987,0
ESTC,mean_reversion,oversold,2,2021-12-02,2021-12-03,118.68857,2021-12-15,114.475406,trailing_stop,0.43516355,0.43516355,False,,0.0,0.0,0.0,48.815524,2.0,1.0,52.648939,48.815524,12,106.224302,130.557427,0.0525082897,27.65,4.739,False,-3.833415,-7.281087,0
VEEV,mean_reversion,oversold,2,2021-12-06,2021-12-07,270.640365,2021-12-17,253.99575,stop_loss,0.69035913,0.69035913,False,,0.0,0.0,0.0,174.348286,2.0,1.0,187.839048,174.348286,10,257.268107,297.704402,0.0247048475,24.3,1.826,False,-13.490762,-7.182086,0
DOCU,mean_reversion,oversold,2,2021-12-06,2021-12-07,147.6475,2022-01-10,133.377491,trailing_stop,1.26346786,1.26346786,False,,0.0,0.0,0.0,167.518173,2.0,1.0,187.547871,167.518173,34,118.298454,162.41225,0.0993889012,19.38,3.345,False,-20.029698,-10.679779,0
FUN,momentum_breakout,breakout,2,2021-12-15,2021-12-16,46.34012,2022-01-13,44.359486,stop_loss,3.9995759,3.9995759,False,,0.0,0.0,0.0,176.419132,2.0,1.0,186.340827,176.419132,28,44.757504,54.681342,0.017076085,57.68,1.543,False,-9.921695,-5.324488,0
NUE,momentum_breakout,breakout,2,2021-12-17,2021-12-20,107.79507,2022-01-19,101.466298,trailing_stop,1.63268671,1.63268671,False,,0.0,0.0,0.0,164.662677,2.0,1.0,176.995578,164.662677,30,100.26419,127.198183,0.0349314693,56.33,1.853,False,-12.332902,-6.967915,0
VALE,mean_reversion,oversold,2,2021-11-18,2021-11-19,7.605623,2022-01-20,10.795419,mean_reversion_complete,26.41451057,13.20725529,True,2021-11-26,8.045457,13.20725529,105.258402,141.577861,3.0,1.0,201.898798,246.836263,62,7.181386,8.366185,0.0278896762,26.69,1.527,False,44.937465,22.257421,1
DAL,momentum_breakout,breakout,2,2022-01-13,2022-01-14,39.412041,2022-01-20,37.655423,stop_loss,4.43691811,4.43691811,False,,0.0,0.0,0.0,166.074027,2.0,1.0,175.867999,166.074027,6,37.792534,46.506209,0.0205458449,60.72,1.819,False,-9.793972,-5.568934,0
RIO,momentum_breakout,breakout,2,2022-01-19,2022-01-20,55.439603,2022-01-21,52.770847,stop_loss,3.20431025,3.20431025,False,,0.0,0.0,0.0,168.094166,2.0,1.0,178.645688,168.094166,1,54.09095,65.418731,0.0121632671,76.89,1.53,False,-10.551521,-5.906396,0
CMC,momentum_breakout,breakout,2,2021-12-15,2021-12-16,31.580701,2022-01-24,31.046041,trailing_stop,0.76694195,0.76694195,False,,0.0,0.0,0.0,22.810512,2.0,1.0,25.220564,22.810512,39,30.231702,37.265227,0.0213579566,51.17,1.594,False,-2.410053,-9.555903,0
RS,momentum_breakout,breakout,2,2022-01-10,2022-01-11,149.813604,2022-01-24,137.182191,stop_loss,1.12900275,1.12900275,False,,0.0,0.0,0.0,153.879072,2.0,1.0,170.139972,153.879072,13,145.485943,176.780053,0.0144434849,60.44,1.522,False,-16.2609,-9.557366,0
ATI,momentum_breakout,breakout,2,2022-01-20,2022-01-21,20.09007,2022-01-26,19.370609,stop_loss,8.62087687,8.62087687,False,,0.0,0.0,0.0,165.991638,2.0,1.0,174.194017,165.991638,5,19.354705,23.706282,0.0183016945,81.28,2.049,False,-8.202379,-4.70876,0
TECK,momentum_breakout,breakout,2,2022-01-20,2022-01-21,30.967916,2022-01-31,28.586916,stop_loss,5.58121892,5.58121892,False,,0.0,0.0,0.0,158.549839,2.0,1.0,173.838721,158.549839,10,29.663747,36.542141,0.0210567914,71.72,1.68,False,-15.288882,-8.794866,0
BROS,momentum_breakout,breakout,2,2022-02-07,2022-02-08,56.866811,2022-02-14,51.4485,trailing_stop,1.6795773,1.6795773,False,,0.0,0.0,0.0,85.411733,2.0,1.0,96.512205,85.411733,6,50.582564,67.102837,0.0552540858,60.8,1.683,False,-11.100473,-11.501626,0
CPA,momentum_breakout,breakout,2,2022-02-14,2022-02-15,75.486813,2022-02-25,71.47133,trailing_stop,1.1500144,1.1500144,False,,0.0,0.0,0.0,81.193059,2.0,1.0,87.810923,81.193059,10,71.235048,89.07444,0.0281623034,60.22,2.069,False,-6.617863,-7.536492,0
TXRH,momentum_breakout,breakout,2,2022-02-25,2022-02-28,85.836465,2022-03-04,77.333371,stop_loss,0.8636559,0.8636559,False,,0.0,0.0,0.0,65.789422,2.0,1.0,75.133169,65.789422,4,82.462113,101.287029,0.0196557049,57.14,1.8,False,-9.343747,-12.436248,0
FUN,momentum_breakout,breakout,2,2022-01-31,2022-02-01,47.295485,2022-03-07,51.826691,trailing_stop,3.57633448,1.78816724,True,2022-02-08,56.405177,1.78816724,99.86189,91.67479,3.0,1.0,170.144474,191.536681,34,45.513184,55.808672,0.0188421906,55.09,1.715,False,21.392207,12.572966,1
CLF,momentum_breakout,breakout,2,2022-03-04,2022-03-07,26.026,2022-03-09,23.82615,stop_loss,7.14029051,7.14029051,False,,0.0,0.0,0.0,169.125635,2.0,1.0,186.833201,169.125635,2,23.711643,30.71068,0.0444624087,69.8,1.913,False,-17.707565,-9.47774,0
BHP,momentum_breakout,breakout,2,2022-01-21,2022-01-24,42.631409,2022-03-15,45.000817,trailing_stop,3.9916444,1.9958222,True,2022-03-03,51.002334,1.9958222,100.79159,88.81363,3.0,1.0,171.169426,189.605219,50,40.970931,50.305063,0.0194748229,62.86,2.332,False,18.435793,10.770494,1
VALE,momentum_breakout,breakout,2,2022-01-24,2022-01-25,10.202501,2022-03-15,11.828197,trailing_stop,12.94019865,6.47009933,True,2022-03-01,12.239642,6.47009933,78.191702,75.529608,3.0,1.0,133.022392,153.72131,49,9.682951,12.038951,0.0254619167,58.05,1.608,False,20.698918,15.560477,1
HBM,momentum_breakout,breakout,2,2022-03-10,2022-03-11,8.635974,2022-03-15,7.221891,stop_loss,20.94838154,20.94838154,False,,0.0,0.0,0.0,150.286936,2.0,1.0,181.90968,150.286936,4,8.113219,10.190449,0.0302661289,60.36,2.421,False,-31.622744,-17.383761,0
AR,momentum_breakout,breakout,2,2022-02-02,2022-02-03,20.84082,2022-04-26,32.767199,trailing_stop,7.02243434,3.51121717,True,2022-03-07,25.514461,3.51121717,88.586813,114.052753,3.0,1.0,147.353288,202.639566,82,19.062231,24.592167,0.0426708044,63.1,1.601,False,55.286278,37.519541,1
ATI,momentum_breakout,breakout,2,2022-03-07,2022-03-08,26.28626,2022-04-27,27.63234,trailing_stop,6.87357811,6.87357811,False,,0.0,0.0,0.0,188.933046,2.0,1.0,181.680663,188.933046,50,25.135632,31.017787,0.0218864865,77.09,1.824,False,7.252383,3.99183,1
CMC,momentum_breakout,breakout,2,2022-03-18,2022-03-21,38.434969,2022-04-27,37.860401,trailing_stop,4.44083834,4.44083834,False,,0.0,0.0,0.0,167.131921,2.0,1.0,171.683484,167.131921,37,36.68626,45.353263,0.0227489312,60.88,2.508,False,-4.551563,-2.651136,0
STLD,momentum_breakout,breakout,2,2022-03-18,2022-03-21,80.094587,2022-05-03,78.373115,trailing_stop,2.13579334,2.13579334,False,,0.0,0.0,0.0,166.388778,2.0,1.0,172.065486,166.388778,43,74.465302,94.511613,0.0351414832,71.95,2.404,False,-5.676708,-3.299155,0
CNX,momentum_breakout,breakout,2,2022-03-18,2022-03-21,19.159139,2022-05-03,20.089891,trailing_stop,1.36712679,0.68356339,True,2022-04-19,22.38759,0.68356339,14.303337,12.732714,3.0,1.0,27.192973,27.036051,43,18.361912,22.607784,0.0208054032,66.46,1.815,False,-0.156922,-0.577068,0
CHEF,momentum_breakout,breakout,2,2022-04-26,2022-04-27,38.038,2022-05-06,35.69427,stop_loss,4.65347789,4.65347789,False,,0.0,0.0,0.0,165.102494,2.0,1.0,178.008992,165.102494,9,36.535326,44.88484,0.019752269,69.93,1.705,False,-12.906498,-7.250475,0
STLD,momentum_breakout,breakout,2,2022-05-31,2022-06-01,80.07169,2022-06-10,70.36131,stop_loss,2.20927692,2.20927692,False,,0.0,0.0,0.0,154.447618,2.0,1.0,177.900536,154.447618,9,74.594173,94.484594,0.0342038308,57.32,2.333,False,-23.452919,-13.183164,0
SMCI,momentum_breakout,breakout,2,2022-05-04,2022-05-05,5.670665,2022-06-14,4.683312,stop_loss,30.44955707,30.44955707,False,,0.0,0.0,0.0,141.604782,2.0,1.0,173.669236,141.604782,40,4.693876,6.691385,0.0861265261,72.7,5.579,False,-32.064454,-18.462944,0
ARLP,momentum_breakout,breakout,2,2022-05-23,2022-05-24,12.393731,2022-06-14,12.009809,trailing_stop,13.68668,13.68668,False,,0.0,0.0,0.0,163.374416,2.0,1.0,170.629024,163.374416,21,11.25192,14.624602,0.0460640497,63.6,1.908,False,-7.254607,-4.251684,0
RS,momentum_breakout,breakout,2,2022-05-31,2022-06-01,183.651079,2022-06-14,167.273198,stop_loss,0.29429507,0.29429507,False,,0.0,0.0,0.0,48.227678,2.0,1.0,55.047608,48.227678,13,171.125929,216.708273,0.0341003987,57.43,2.138,False,-6.81993,-12.389148,0
DVN,momentum_breakout,breakout,2,2022-05-09,2022-05-10,51.992338,2022-06-16,54.958258,trailing_stop,3.23947378,1.61973689,True,2022-05-31,64.119132,1.61973689,102.856123,88.017918,3.0,1.0,169.427817,190.874042,37,47.18043,61.350959,0.0462751655,56.95,1.667,False,21.446225,12.658031,1
DUOL,momentum_breakout,breakout,2,2022-06-24,2022-06-27,100.440336,2022-06-29,90.988922,stop_loss,1.65632852,1.65632852,False,,0.0,0.0,0.0,149.707546,2.0,1.0,167.362194,149.707546,2,92.298998,118.519597,0.0405282323,61.34,4.552,False,-17.654647,-10.548767,0
ZM,momentum_breakout,breakout,2,2022-06-24,2022-06-27,122.602483,2022-06-29,112.81707,stop_loss,1.34499689,1.34499689,False,,0.0,0.0,0.0,150.738609,2.0,1.0,165.899959,150.738609,2,113.9221,144.67093,0.0354005182,61.27,2.073,False,-15.16135,-9.138851,0
CHEF,momentum_breakout,breakout,2,2022-06-23,2022-06-24,35.995959,2022-07-15,36.683281,trailing_stop,4.51231929,4.51231929,False,,0.0,0.0,0.0,164.526678,2.0,1.0,163.425261,164.526678,21,34.122403,42.475232,0.0260245337,53.17,1.987,False,1.101417,0.673958,1
ARLP,momentum_breakout,breakout,2,2022-07-18,2022-07-19,13.492312,2022-07-25,12.715528,stop_loss,11.56170848,11.56170848,False,,0.0,0.0,0.0,146.013229,2.0,1.0,156.994177,146.013229,6,12.624425,15.920928,0.0321622606,63.89,1.648,False,-10.980947,-6.994493,0
DPZ,momentum_breakout,breakout,2,2022-07-20,2022-07-21,387.682305,2022-07-25,374.945116,stop_loss,0.27976828,0.27976828,False,,0.0,0.0,0.0,103.89775,2.0,1.0,109.461212,103.89775,4,376.2202,457.46512,0.0147828592,67.08,1.684,False,-5.563462,-5.082587,0
WING,momentum_breakout,breakout,2,2022-07-20,2022-07-21,103.463597,2022-07-27,94.283534,stop_loss,1.53363778,1.53363778,False,,0.0,0.0,0.0,143.59679,2.0,1.0,159.675682,143.59679,6,94.461466,122.087045,0.0435038583,68.37,1.605,False,-16.078892,-10.069719,0
CROX,momentum_breakout,breakout,2,2022-07-29,2022-08-01,71.071,2022-08-05,67.961969,trailing_stop,1.37272713,1.37272713,False,,0.0,0.0,0.0,92.293238,2.0,1.0,98.56109,92.293238,4,63.514627,83.86378,0.0531607303,64.43,1.583,False,-6.267851,-6.359357,0
CELH,momentum_breakout,breakout,2,2022-07-05,2022-07-06,25.038346,2022-08-10,32.2011,trailing_stop,6.33098909,3.16549455,True,2022-08-01,32.244392,3.16549455,101.069447,100.932407,3.0,1.0,159.517494,202.001854,35,21.976777,29.545248,0.0611376013,60.69,2.507,False,42.48436,26.633042,1
HUBS,momentum_breakout,breakout,2,2022-08-05,2022-08-08,373.172788,2022-08-18,364.824812,trailing_stop,0.44762444,0.44762444,False,,0.0,0.0,0.0,162.304502,2.0,1.0,168.041259,162.304502,10,337.936999,440.34389,0.0472110902,61.7,1.654,False,-5.736758,-3.413898,0
BILL,momentum_breakout,breakout,2,2022-08-10,2022-08-11,164.944779,2022-08-19,174.225594,stop_loss,0.65375444,0.65375444,False,,0.0,0.0,0.0,112.900756,2.0,1.0,108.833382,112.900756,8,149.459717,194.634839,0.0469401387,63.95,1.605,False,4.067374,3.737249,1
WING,momentum_breakout,breakout,2,2022-07-27,2022-07-28,109.856522,2022-08-23,117.431084,trailing_stop,1.40611587,0.70305794,True,2022-08-08,132.182857,0.70305794,91.932206,81.560855,3.0,1.0,155.470999,173.493062,26,100.937146,129.630696,0.0405955664,58.0,1.518,False,18.022063,11.591913,1
ONON,momentum_breakout,breakout,2,2022-07-28,2022-07-29,21.28126,2022-08-23,21.88809,trailing_stop,7.46503778,7.46503778,False,,0.0,0.0,0.0,162.395418,2.0,1.0,159.865412,162.395418,25,19.551042,25.111887,0.0406512093,55.55,1.753,False,2.530006,1.582585,1
IOT,momentum_breakout,breakout,2,2022-08-18,2022-08-19,17.077059,2022-08-23,15.51447,stop_loss,9.56995969,9.56995969,False,,0.0,0.0,0.0,147.47285,2.0,1.0,164.426771,147.47285,4,15.905079,20.15093,0.0343144628,67.95,1.611,False,-16.953921,-10.310925,0
STLD,momentum_breakout,breakout,2,2022-08-26,2022-08-29,81.177043,2022-08-31,76.404016,stop_loss,1.91552636,1.91552636,False,,0.0,0.0,0.0,145.353907,2.0,1.0,156.496765,145.353907,2,77.753369,95.78891,0.0210876981,65.5,1.709,False,-11.142858,-7.120184,0
ARLP,momentum_breakout,breakout,2,2022-08-29,2022-08-30,17.166221,2022-08-31,16.343292,stop_loss,4.69249733,4.69249733,False,,0.0,0.0,0.0,75.690854,2.0,1.0,81.552444,75.690854,1,16.442877,20.25614,0.0210688044,74.45,2.094,False,-5.86159,-7.18751,0
BILL,momentum_breakout,breakout,2,2022-08-19,2022-08-22,170.149976,2022-09-02,153.086765,trailing_stop,0.7170966,0.7170966,False,,0.0,0.0,0.0,108.777999,2.0,1.0,123.01397,108.777999,11,150.941674,200.776971,0.0564452088,67.04,4.84,False,-14.23597,-11.572645,0
OKTA,mean_reversion,oversold,2,2022-09-01,2022-09-02,61.921861,2022-09-22,56.073871,trailing_stop,2.4006347,2.4006347,False,,0.0,0.0,0.0,133.612881,2.0,1.0,149.651767,133.612881,20,51.999112,68.114047,0.0801231427,26.02,11.179,False,-16.038887,-10.717472,0
DECK,momentum_breakout,breakout,2,2022-07-28,2022-07-29,51.569852,2022-09-23,52.75053,trailing_stop,1.48227374,1.48227374,False,,0.0,0.0,0.0,77.190725,2.0,1.0,77.440637,77.190725,56,48.294002,60.852425,0.0317612914,55.95,1.697,False,-0.249912,-0.322714,0
WING,momentum_breakout,breakout,2,2022-09-07,2022-09-08,137.224842,2022-09-23,123.829836,trailing_stop,0.22005095,0.22005095,False,,0.0,0.0,0.0,26.248873,2.0,1.0,31.196457,26.248873,15,126.04469,161.925314,0.0407366177,64.32,1.792,False,-4.947584,-15.859442,0
VEEV,mean_reversion,oversold,2,2022-09-01,2022-09-02,172.462283,2022-09-27,160.319516,trailing_stop,0.8655993,0.8655993,False,,0.0,0.0,0.0,137.77246,2.0,1.0,150.283231,137.77246,25,160.503085,189.708512,0.0346719246,28.24,4.265,False,-12.510771,-8.324795,0
URBN,momentum_breakout,breakout,2,2022-08-23,2022-08-24,21.70168,2022-09-30,19.260721,trailing_stop,7.27148741,7.27148741,False,,0.0,0.0,0.0,139.054088,2.0,1.0,158.803495,139.054088,37,19.885478,25.607983,0.041844736,54.71,1.758,False,-19.749407,-12.436381,0
HBM,momentum_breakout,breakout,2,2022-10-03,2022-10-04,4.514796,2022-10-10,4.03932,stop_loss,31.46140448,31.46140448,False,,0.0,0.0,0.0,126.082679,2.0,1.0,143.041837,126.082679,6,4.136983,5.32746,0.0418417352,51.85,2.173,False,-16.959158,-11.856082,0
BILL,momentum_breakout,breakout,2,2022-10-04,2022-10-05,146.89675,2022-10-11,127.072797,trailing_stop,0.96693148,0.96693148,False,,0.0,0.0,0.0,121.870688,2.0,1.0,143.039092,121.870688,6,134.628724,173.338165,0.0417573094,51.21,1.642,False,-21.168404,-14.799034,0
VALE,momentum_breakout,breakout,2,2022-10-07,2022-10-10,10.486823,2022-10-17,9.53733,stop_loss,12.77427257,12.77427257,False,,0.0,0.0,0.0,120.832449,2.0,1.0,134.961532,120.832449,7,9.815625,12.374451,0.0320019549,61.47,1.795,False,-14.129083,-10.46897,0
BTU,momentum_breakout,breakout,2,2022-09-28,2022-09-29,23.339772,2022-10-20,23.283607,trailing_stop,6.04952477,6.04952477,False,,0.0,0.0,0.0,139.854758,2.0,1.0,142.194531,139.854758,21,20.75347,27.540931,0.0554054815,52.9,1.536,False,-2.339773,-1.645473,0
TOST,momentum_breakout,breakout,2,2022-10-18,2022-10-19,19.899879,2022-11-04,20.05992,trailing_stop,6.0989687,6.0989687,False,,0.0,0.0,0.0,121.344824,2.0,1.0,122.36874,121.344824,16,18.062405,23.481857,0.0461679818,57.92,1.671,False,-1.023916,-0.836747,0
SMCI,momentum_breakout,breakout,2,2022-11-03,2022-11-04,8.034026,2022-12-06,8.326665,trailing_stop,15.08687321,15.08687321,False,,0.0,0.0,0.0,124.62334,2.0,1.0,122.208332,124.62334,32,7.253351,9.480151,0.0485855191,73.89,1.512,False,2.415008,1.97614,1
ANF,momentum_breakout,breakout,2,2022-11-21,2022-11-22,22.162139,2022-12-16,21.588391,trailing_stop,3.13195025,3.13195025,False,,0.0,0.0,0.0,66.613765,2.0,1.0,70.410718,66.613765,24,20.135455,26.151324,0.0457240212,56.34,1.623,False,-3.796953,-5.392578,0
SKYW,momentum_breakout,breakout,2,2022-12-07,2022-12-08,18.18817,2022-12-19,16.64334,stop_loss,6.7285807,6.7285807,False,,0.0,0.0,0.0,110.986055,2.0,1.0,123.38057,110.986055,11,17.413564,21.462041,0.0212942352,50.32,2.03,False,-12.394515,-10.045759,0
IOT,momentum_breakout,breakout,2,2022-12-16,2022-12-19,12.7127,2022-12-29,11.52846,trailing_stop,10.59066961,10.59066961,False,,0.0,0.0,0.0,121.094111,2.0,1.0,135.636004,121.094111,10,11.33484,15.000986,0.0541922771,57.66,1.665,False,-14.541893,-10.721263,0
STLD,momentum_breakout,breakout,2,2022-10-20,2022-10-21,81.796095,2022-12-30,93.251876,trailing_stop,1.61013742,0.80506871,True,2022-11-22,98.476435,0.80506871,78.280297,74.074167,3.0,1.0,132.702953,152.354464,70,77.277883,96.519392,0.0276187531,61.48,1.719,False,19.651511,14.808646,1
